8.4373,10.445,4.2182,6.0297,2.6854,6.7798,8.0499,4.6157,10.058,9.216,6.1397,3.8326,6.0234,8.5166,5.9271,7.5862,7.6368,5.986,5.6501,11.322,9.66,7.0879,7.5199,11.837,10.728,10.376,10.691,6.7242,8.7967,7.5928,7.0307,6.3523,5.3245,8.4161,4.7891,5.7451,9.0645,7.4608,6.2609,2.4182,8.1474,7.8059,10.477,10.294,8.1516,5.275,10.59,9.0048,10.267,8.571,10.97,8.6028,4.9262,8.5901,4.2325,9.4499,8.8335,8.106,4.9219,8.7242,6.4829,5.9234,8.2301,8.446,6.8917,7.7976,6.7736,4.8568,8.7256,5.6972,9.3006,10.454,10.859,9.6987,8.677,7.8508,7.8997,8.648,9.1085,6.4881,9.3884,8.3959,6.3472,7.4147,6.3097,6.8402,8.7463,9.1936,11.947,9.8155,7.928,4.5899,4.668,10.116,10.526,5.7668,10.791,8.7722,9.9115,7.7301,8.6551,7.9832,9.8051,8.3206,8.2168,9.9035,5.071,6.4823,4.6759,7.9638,9.9764,6.4467,10.984,7.7299,7.6293,5.3086,9.5166,8.7302,6.7137,6.4372,8.1138,8.9781,8.2812,8.0515,9.3665,5.7221,3.7659,6.4425,9.1753,4.8623,7.2778,8.4699,8.7002,6.3338,9.8195,7.903,2.6395,8.7946,10.002,6.9476,6.9242,5.8791,7.7728,8.4202,4.3621,5.2617,9.0154,10.593,5.7649,7.4304,8.748,7.1938,6.0269,8.9698,8.1392,4.7393,6.5134,5.4303,4.6159,7.4323,8.8768,8.4764,7.3621,5.8325,6.1394,7.3093,8.5143,9.7702,12.577,10.76,7.1551,7.7008,11.021,7.8201,6.499,7.7157,6.9037,8.863,9.6719,7.1224,10.207,5.1503,8.1369
0.076838,0.74495,0.61468,0.14876,0.63899,0.15361,0.27468,0.62863,0.6513,0.59212,0.93408,0.68327,0.35587,0.37833,0.83419,0.60792,0.79524,0.36499,0.80109,0.40633,0.9351,0.27474,0.098492,0.4715,0.52733,0.54009,0.14076,0.2076,0.2615,0.43238,0.31532,0.3442,0.093822,0.058468,0.027299,0.51601,0.098508,0.64638,0.54189,0.27242,0.58133,0.73821,0.88893,0.15137,0.50192,0.70856,0.93815,0.9258,0.52099,0.15364,0.42899,0.34219,0.41681,0.99301,0.85845,0.53781,0.062757,0.52431,0.97656,0.49701,0.46828,0.56315,0.43623,0.11479,0.015056,0.34282,0.99301,0.49285,0.056814,0.39865,0.69506,0.20838,0.46572,0.53361,0.050369,0.61679,0.16836,0.63084,0.1376,0.53418,0.73288,0.84482,0.22171,0.72426,0.12111,0.40926,0.49067,0.061329,0.34764,0.96679,0.70302,0.9992,0.60115,0.26405,0.37131,0.16029,0.16174,0.64667,0.93016,0.07754,0.44747,0.93701,0.11649,0.39721,0.15079,0.40456,0.35933,0.26014,0.55628,0.10767,0.061836,0.18633,0.41282,0.071763,0.99478,0.44229,0.60541,0.012056,0.57273,0.77268,0.54996,0.81329,0.70039,0.35699,0.71036,0.62701,0.4381,0.34714,0.60337,0.95508,0.92923,0.0954,0.50996,0.2643,0.77016,0.45372,0.2644,0.066868,0.60136,0.6655,0.33526,0.26801,0.8012,0.79558,0.32322,0.66009,0.86845,0.47097,0.82201,0.09912,0.20714,0.39597,0.0060395,0.64268,0.51666,0.34961,0.32679,0.65271,0.010482,0.78129,0.89102,0.95918,0.94707,0.4836,0.70793,0.34557,0.55384,0.36845,0.23447,0.74749,0.77557,0.53812,0.88123,0.56875,0.94289,0.26959,0.14608,0.67992,0.34556,0.48345,0.2202,0.91524,0.028167
0.067251,0.60882,0.1779,0.27859,0.045044,0.53098,0.53387,0.29223,0.93613,0.95579,0.23981,0.075149,0.55407,0.43022,0.3362,0.31299,0.15322,0.49322,0.03768,0.67992,0.88583,0.39322,0.1566,0.72279,0.43421,0.93301,0.89067,0.25559,0.10038,0.18009,0.38574,0.13272,0.2309,0.2847,0.065829,0.25336,0.33748,0.53817,0.41517,0.010379,0.72124,0.88498,0.85927,0.98915,0.013601,0.18205,0.81045,0.77156,0.76352,0.30636,0.86186,0.36645,0.73743,0.85574,0.069563,0.29688,0.61624,0.66724,0.23618,0.83536,0.58352,0.79606,0.82657,0.8628,0.46414,0.0042815,0.71025,0.18869,0.067524,0.80964,0.73628,0.9211,0.92576,0.098189,0.22563,0.70562,0.64497,0.64048,0.55978,0.36869,0.80651,0.59691,0.53416,0.28788,0.31692,0.7271,0.81808,0.3021,0.45209,0.66761,0.89786,0.050019,0.31111,0.29128,0.68602,0.73902,0.71663,0.74899,0.89694,0.97328,0.59644,0.70487,0.71288,0.77152,0.72249,0.43585,0.0040856,0.3881,0.074728,0.8355,0.059496,0.53834,0.85435,0.39914,0.7745,0.34514,0.88555,0.82583,0.072614,0.85483,0.23488,0.94591,0.51986,0.90291,0.45091,0.48402,0.11654,0.28626,0.80311,0.34689,0.26053,0.067833,0.56133,0.67876,0.51451,0.8944,0.065681,0.96624,0.91773,0.85513,0.37333,0.20743,0.88785,0.11128,0.31359,0.44173,0.78337,0.85117,0.30908,0.82883,0.13968,0.84303,0.77993,0.94133,0.29869,0.99551,0.12657,0.19396,0.096438,0.65656,0.8442,0.70932,0.3723,0.022967,0.17415,0.19339,0.7438,0.38265,0.96999,0.89625,0.69638,0.054569,0.88761,0.25094,0.12068,0.071636,0.63997,0.48712,0.15485,0.89666,0.93694,0.098475,0.79991
0.34488,0.10697,0.43263,0.67345,0.55888,0.7509,0.88222,0.21496,0.25469,0.61145,0.72804,0.12696,0.22854,0.50038,0.10571,0.56591,0.26656,0.62911,0.47944,0.33179,0.13902,0.11768,0.38555,0.13411,0.72892,0.29764,0.72051,0.50809,0.7389,0.81333,0.3227,0.52345,0.98668,0.49147,0.1159,0.89568,0.6162,0.02616,0.024441,0.20882,0.80331,0.78216,0.6828,0.60275,0.87383,0.20148,0.99221,0.49691,0.76569,0.97542,0.018931,0.067708,0.31931,0.17753,0.058002,0.4471,0.29692,0.27393,0.44656,0.92051,0.50767,0.852,0.3484,0.46291,0.53637,0.40334,0.12489,0.38638,0.46821,0.44065,0.27247,0.063195,0.65464,0.21393,0.79079,0.64918,0.066646,0.73972,0.4512,0.75908,0.83565,0.88055,0.41537,0.89779,0.062507,0.80777,0.18017,0.94874,0.29843,0.64973,0.51371,0.2709,0.25707,0.15159,0.71746,0.26497,0.044227,0.032601,0.010757,0.89697,0.061161,0.46419,0.39124,0.33959,0.0027615,0.76501,0.96426,0.65612,0.57218,0.035946,0.25744,0.19116,0.045795,0.50178,0.11054,0.94536,0.54191,0.57823,0.27883,0.50527,0.0443,0.65435,0.54189,0.85245,0.19112,0.86664,0.85673,0.052618,0.7588,0.94161,0.35624,0.35985,0.5325,0.83353,0.38451,0.90015,0.35511,0.73478,0.52404,0.22945,0.84256,0.30194,0.79142,0.31713,0.72339,0.018048,0.89326,0.30279,0.53045,0.24876,0.29252,0.92097,0.49864,0.46475,0.15917,0.4982,0.95431,0.66737,0.061289,0.9372,0.98283,0.32984,0.68556,0.34004,0.69549,0.23727,0.63075,0.56957,0.54415,0.82969,0.095375,0.35512,0.97978,0.24092,0.66349,0.22637,0.35841,0.98341,0.42514,0.84632,0.10225,0.058499,0.42836
0.52859,0.36487,0.090812,0.11679,0.70122,0.29365,0.47101,0.57439,0.55168,0.37413,0.21871,0.33311,0.43186,0.35887,0.63931,0.99771,0.57279,0.27179,0.61987,0.8831,0.44839,0.38463,0.56216,0.057822,0.70944,0.2667,0.28266,0.8288,0.0010124,0.10187,0.71999,0.66988,0.74276,0.36848,0.45791,0.79646,0.7272,0.45851,0.18587,0.81905,0.16993,0.17728,0.70882,0.915,0.52729,0.30147,0.36981,0.76415,0.040984,0.40781,0.5732,0.62347,0.13436,0.54588,0.21511,0.4095,0.19841,0.95043,0.47915,0.90097,0.92861,0.36514,0.20414,0.97296,0.63009,0.12896,0.42755,0.050332,0.75913,0.054779,0.65808,0.92817,0.33742,0.5292,0.51801,0.026217,0.87987,0.69021,0.85633,0.18559,0.7436,0.6801,0.033871,0.14998,0.7141,0.78115,0.67227,0.8353,0.42812,0.035055,0.14051,0.6063,0.3317,0.80938,0.61826,0.401,0.28255,0.40869,0.17224,0.38845,0.13879,0.33799,0.46631,0.65927,0.27985,0.25745,0.24282,0.17325,0.27957,0.075103,0.60086,0.031136,0.071279,0.73937,0.4921,0.38297,0.73512,0.76449,0.47237,0.17553,0.098692,0.52129,0.19502,0.48682,0.18802,0.74591,0.80873,0.55448,0.35033,0.69576,0.045619,0.2016,0.51727,0.27024,0.022311,0.87396,0.50141,0.29161,0.23066,0.16485,0.64378,0.017126,0.069908,0.059937,0.89997,0.4222,0.90969,0.43182,0.71646,0.76229,0.13713,0.27762,0.89194,0.54705,0.76423,0.56953,0.66923,0.051995,0.53536,0.83018,0.67136,0.77871,0.99128,0.82661,0.11099,0.21972,0.16443,0.79326,0.48218,0.25318,0.57322,0.28199,0.29109,0.28318,0.010989,0.98486,0.22277,0.14403,0.57153,0.34015,0.22182,0.64257,0.74998
0.19901,0.18946,0.41529,0.89026,0.84884,0.25149,0.17889,0.57293,0.7327,0.33798,0.24764,0.27074,0.48358,0.72132,0.45399,0.73432,0.24473,0.66501,0.78742,0.29228,0.27311,0.079676,0.72451,0.52808,0.45846,0.8312,0.37738,0.57809,0.92783,0.24485,0.33939,0.27083,0.73345,0.43717,0.7709,0.13971,0.86942,0.80135,0.053232,0.2955,0.74823,0.61545,0.091124,0.40731,0.80215,0.011429,0.26332,0.45602,0.48546,0.5472,0.090058,0.95448,0.082942,0.92164,0.63242,0.63594,0.97241,0.058395,0.57157,0.25893,0.52874,0.39404,0.81238,0.88902,0.41795,0.70303,0.597,0.45005,0.10681,0.97751,0.2517,0.32518,0.12938,0.23194,0.37898,0.60365,0.53853,0.15651,0.72338,0.5517,0.055943,0.6554,0.37382,0.69814,0.45964,0.6723,0.79934,0.95551,0.25035,0.33487,0.46164,0.69572,0.40442,0.71527,0.22364,0.77682,0.49513,0.33162,0.18671,0.11047,0.71543,0.33108,0.43567,0.43837,0.028503,0.7681,0.73679,0.094458,0.25094,0.31228,0.015456,0.94403,0.32807,0.49357,0.010565,0.041296,0.64491,0.18904,0.60281,0.64118,0.10013,0.2941,0.89934,0.80368,0.96184,0.20899,0.3791,0.95655,0.85307,0.70922,0.90702,0.48381,0.53697,0.29662,0.77102,0.40821,0.90668,0.35588,0.4812,0.19839,0.3211,0.31535,0.84601,0.63426,0.92292,0.57321,0.29897,0.31007,0.49075,0.24517,0.054113,0.31024,0.64935,0.33565,0.49028,0.18621,0.23939,0.1619,0.39745,0.26748,0.76106,0.99352,0.26978,0.88459,0.015752,0.87039,0.6009,0.023064,0.023925,0.5882,0.97061,0.7162,0.045926,0.97443,0.89434,0.82497,0.1084,0.33532,0.70517,0.098974,0.16302,0.41561,0.26181
0.95942,0.50292,0.31054,0.10938,0.069674,0.25179,0.54571,0.38566,0.48166,0.69293,0.43529,0.087827,0.12072,0.56371,0.18791,0.62411,0.91967,0.82486,0.24897,0.82743,0.86514,0.23609,0.6839,0.97309,0.83695,0.87688,0.85518,0.15565,0.71884,0.51665,0.65192,0.38356,0.35986,0.67951,0.62983,0.09524,0.54152,0.648,0.37474,0.11503,0.0075492,0.75706,0.64973,0.92106,0.81478,0.7787,0.89003,0.60897,0.12563,0.9862,0.29839,0.41066,0.025056,0.46984,0.12491,0.73294,0.93597,0.38228,0.44536,0.74289,0.11563,0.19117,0.79699,0.36164,0.20146,0.91547,0.36823,0.47888,0.73219,0.54277,0.35936,0.90581,0.78568,0.83138,0.65571,0.010084,0.35874,0.48887,0.24142,0.45769,0.12747,0.18692,0.24658,0.8698,0.76365,0.13491,0.19901,0.19228,0.9849,0.868,0.23105,0.54874,0.045623,0.90488,0.36845,0.31404,0.7581,0.18081,0.77846,0.039688,0.65596,0.69201,0.94982,0.091068,0.61436,0.82613,0.37313,0.12414,0.6595,0.51726,0.82352,0.099597,0.5852,0.7423,0.2489,0.053053,0.59274,0.78383,0.93455,0.0017791,0.76796,0.43156,0.058939,0.60369,0.78188,0.1343,0.17378,0.43058,0.99445,0.11196,0.72118,0.54147,0.45376,0.043246,0.21162,0.13358,0.21551,0.61334,0.0066439,0.4696,0.60946,0.2312,0.067406,0.54482,0.087976,0.57015,0.51579,0.94716,0.18269,0.59186,0.86363,0.10209,0.20493,0.60481,0.78656,0.24204,0.93161,0.38372,0.51384,0.075569,0.98388,0.51275,0.12004,0.32683,0.064198,0.035669,0.39218,0.33737,0.66931,0.38175,0.80008,0.74059,0.90661,0.28684,0.55475,0.90117,0.73399,0.41889,0.86548,0.3513,0.96725,0.4548,0.436
0.48011,0.94213,0.43995,0.3777,0.16622,0.72844,0.51734,0.0026171,0.51642,0.70274,0.13525,0.43124,0.63703,0.28016,0.094314,0.61143,0.062425,0.47004,0.67432,0.91291,0.47554,0.71045,0.42164,0.64685,0.9888,0.70673,0.48599,0.88277,0.36757,0.78261,0.27206,0.2614,0.3922,0.64157,0.12797,0.05929,0.63348,0.35148,0.11448,0.56626,0.60804,0.14567,0.96133,0.16334,0.49293,0.40691,0.61167,0.62517,0.99039,0.19822,0.81439,0.95486,0.52468,0.50855,0.27827,0.60805,0.078575,0.50222,0.22897,0.53753,0.84849,0.068761,0.42647,0.69211,0.40748,0.29084,0.17418,0.5963,0.54416,0.070075,0.91985,0.29079,0.8814,0.64817,0.4667,0.91741,0.3656,0.33954,0.87356,0.45988,0.80779,0.70242,0.91264,0.44496,0.61486,0.13815,0.79226,0.89515,0.74643,0.40783,0.61943,0.14565,0.13243,0.93544,0.94002,0.067849,0.62153,0.99847,0.24162,0.40693,0.019029,0.32193,0.26068,0.99513,0.30809,0.69719,0.20146,0.34676,0.22311,0.65916,0.7343,0.77463,0.64644,0.61188,0.92347,0.41903,0.8318,0.21449,0.21579,0.52645,0.39661,0.70733,0.97361,0.30471,0.99029,0.21646,0.075261,0.29687,0.43545,0.46264,0.83691,0.76986,0.75352,0.48806,0.8772,0.24838,0.14025,0.70238,0.88785,0.27416,0.88381,0.19921,0.14263,0.82852,0.43314,0.17069,0.79534,0.57892,0.49038,0.28244,0.40543,0.56177,0.11179,0.3519,0.69406,0.16855,0.86152,0.094464,0.41351,0.80432,0.35208,0.76513,0.68803,0.44099,0.042178,0.62774,0.59285,0.96085,0.98498,0.57011,0.15421,0.78312,0.75272,0.90249,0.4503,0.3484,0.0070864,0.73839,0.9876,0.59767,0.39834,0.66566,0.46231
0.40868,0.054464,0.3614,0.79495,0.52425,0.67612,0.21979,0.38388,0.98029,0.094454,0.28829,0.70027,0.93167,0.0084537,0.96399,0.57285,0.51822,0.44891,0.30653,0.93133,0.68442,0.45056,0.34828,0.76027,0.05202,0.72632,0.84438,0.73618,0.30956,0.11739,0.27031,0.61576,0.32444,0.037095,0.88438,0.51648,0.95729,0.38924,0.48421,0.34689,0.50365,0.19281,0.86249,0.093925,0.91726,0.39422,0.61467,0.68498,0.21472,0.79079,0.093605,0.94351,0.4212,0.5994,0.46945,0.46678,0.9647,0.18975,0.97412,0.56001,0.74467,0.39492,0.96537,0.89371,0.67221,0.32998,0.88924,0.62807,0.49072,0.56782,0.087298,0.09139,0.078875,0.85078,0.82903,0.98741,0.77773,0.51841,0.89461,0.11447,0.72043,0.2808,0.23466,0.28603,0.24186,0.78766,0.66484,0.17454,0.28969,0.01482,0.079122,0.45252,0.91957,0.64673,0.9897,0.22318,0.79453,0.60196,0.78653,0.8714,0.52251,0.19265,0.42183,0.072001,0.49401,0.91522,0.1938,0.17205,0.72667,0.4438,0.82196,0.89579,0.88611,0.014245,0.61465,0.77975,0.66671,0.47379,0.21475,0.26852,0.17454,0.042203,0.13828,0.61232,0.77451,0.98601,0.067734,0.02344,0.59501,0.83042,0.035406,0.05033,0.059151,0.8221,0.16121,0.26708,0.87125,0.57619,0.69343,0.90154,0.93607,0.36956,0.064261,0.055767,0.49806,0.76341,0.55905,0.82003,0.59899,0.47392,0.936,0.65972,0.81086,0.033157,0.13661,0.26764,0.19206,0.72238,0.36563,0.67118,0.80089,0.20798,0.53189,0.84108,0.7126,0.44955,0.14143,0.49259,0.82679,0.39997,0.85588,0.47018,0.62201,0.68018,0.44742,0.25545,0.70022,0.11957,0.059571,0.13412,0.33946,0.64574,0.087355
0.60275,0.12606,0.45442,0.55543,0.03668,0.29805,0.59852,0.38663,0.79204,0.35418,0.1268,0.76412,0.041473,0.047058,0.52749,0.56162,0.0028788,0.63014,0.29093,0.76295,0.67947,0.3795,0.72186,0.056768,0.67481,0.63546,0.45771,0.95443,0.92137,0.23199,0.14566,0.015737,0.85802,0.086816,0.7174,0.83498,0.2582,0.36715,0.9073,0.56708,0.17715,0.56576,0.8193,0.39432,0.9084,0.09512,0.98011,0.015185,0.99948,0.87199,0.92038,0.88556,0.81252,0.19885,0.74927,0.75542,0.20524,0.70148,0.90954,0.026086,0.58664,0.5554,0.54885,0.91222,0.015931,0.285,0.31762,0.60613,0.12406,0.42539,0.052784,0.65469,0.51491,0.57874,0.42084,0.34229,0.81699,0.8106,0.67915,0.36074,0.030113,0.67779,0.19094,0.41128,0.6295,0.63585,0.53519,0.60291,0.43126,0.63028,0.79057,0.77017,0.77785,0.12168,0.54097,0.12033,0.26162,0.69359,0.63042,0.42622,0.93425,0.72146,0.30677,0.13349,0.19838,0.46809,0.48666,0.83181,0.61197,0.65425,0.17706,0.99275,0.8516,0.91368,0.24323,0.39331,0.53197,0.10786,0.7735,0.51092,0.3764,0.012949,0.090432,0.58522,0.21013,0.71433,0.457,0.19881,0.42052,0.33112,0.19678,0.22227,0.85077,0.82272,0.89794,0.27326,0.65697,0.82059,0.37048,0.89927,0.32157,0.85397,0.53181,0.31229,0.54548,0.098412,0.22095,0.23805,0.19795,0.12948,0.59582,0.60225,0.60529,0.87797,0.75249,0.36148,0.18411,0.2604,0.84434,0.35914,0.38342,0.40546,0.23256,0.21435,0.23123,0.77968,0.40984,0.0142,0.78733,0.56218,0.89071,0.73898,0.21822,0.816,0.50331,0.21741,0.92136,0.53011,0.53851,0.43395,0.010398,0.60018,0.091579
